Ciclo,Plantel,Programa,Línea,Modalidad,Plan,Módulo,No. de módulos,Materias por módulo,Horario escolarizado,Horario ejecutivo,Estado
C1,Ensenada,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Ensenada,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Ensenada,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C1,Ensenada,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Ensenada,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C1,Ensenada,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Ensenada,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,La Paz,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,La Paz,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,La Paz,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,La Paz,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,La Paz,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Los Cabos,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Los Cabos,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 7:00 am a 2:00 pm,Activo
C1,Los Cabos,LICENCIATURA EN ADMINISTRACION DE EMPRESAS TURISTICAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Los Cabos,LICENCIATURA EN ADMINISTRACION DE EMPRESAS TURISTICAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 7:00 am a 2:00 pm,Activo
C1,Los Cabos,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Los Cabos,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Los Cabos,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 7:00 am a 2:00 pm,Activo
C1,Los Cabos,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Los Cabos,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 7:00 am a 2:00 pm,Activo
C1,Los Cabos,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Los Cabos,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Los Cabos,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 7:00 am a 2:00 pm,Activo
C1,Mexicali,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Mexicali,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Mexicali,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Mexicali,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Mexicali,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Saltillo,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Saltillo,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Saltillo,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Saltillo,LICENCIATURA EN INGENIERIA EN MANUFACTURA Y ROBOTICA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Saltillo,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C1,Saltillo,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Saltillo,LICENCIATURA EN MERCADOTECNIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C1,Saltillo,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C1,Saltillo,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Saltillo,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Saltillo,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Saltillo,MAESTRIA EN ADMINISTRACION DE NEGOCIOS,posgrado,ejecutiva,4,Modular,3,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Tijuana,BACHILLERATO GENERAL - FORMACIÓN EN ADMINISTRACIÓN (2 Años),preparatoria,presencial,6,Longitudinal,,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Tijuana,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Tijuana,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Tijuana,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN INGENIERIA EN MANUFACTURA Y ROBOTICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Tijuana,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Tijuana,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Tijuana,LICENCIATURA EN NUTRICION,salud,presencial,12,Longitudinal,,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Tijuana,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Tijuana,LICENCIATURA EN MERCADOTECNIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Torreón,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Torreón,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Torreón,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Torreón,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C1,Torreón,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Torreón,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C1,Aguascalientes,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 03:00 pm a 07:00pm,,Activo
C1,Aguascalientes,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados 08:00 a 14:00 hrs,Activo
C1,Aguascalientes,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Aguascalientes,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Aguascalientes,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Cd. del Carmen,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 9:00 am a 1:00 pm,,Activo
C1,Cd. del Carmen,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Lunes a Miercoles 6:00 pm a 8:00 pm,Activo
C1,Cd. del Carmen,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 9:00 a 3:00 pm,Activo
C1,Cd. del Carmen,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Lunes a Miercoles 6:00 pm a 8:00 pm,Activo
C1,Cd. del Carmen,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 9:00 am a 1:00 pm,,Activo
C1,Querétaro,BACHILLERATO GENERAL - FORMACIÓN EN ADMINISTRACIÓN (2 años y 3 años),preparatoria,presencial,6,Longitudinal,,,Lunes a viernes de 7:00 am a 12:00 pm,,Activo
C1,Querétaro,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 7:00 am a 2:00 pm,,Activo
C1,Querétaro,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábado de 8:00 pm a 2:00 pm,Activo
C1,Querétaro,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 7:00 am a 2:00 pm,,Activo
C1,Querétaro,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábado de 8:00 pm a 2:00 pm,Activo
C1,Querétaro,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,Lunes a viernes de 7:00 am a 2:00 pm,,Activo
C1,Querétaro,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,Lunes a viernes de 7:00 am a 2:00 pm,,Activo
C1,Querétaro,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 7:00 am a 2:00 pm,,Activo
C1,Teocaltiche,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 a 2:00 pm,Activo
C1,Teocaltiche,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 a 2:00 pm,Activo
C1,Teocaltiche,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 9:00 am a 12:00 pm,,Activo
C1,Teocaltiche,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C1,Tuxpan,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 9:00 am a 2:00 pm,,Activo
C1,Tuxpan,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 am a 2:00 pm,Activo
C1,Tuxpan,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 9:00 am a 2:00 pm,,Activo
C1,Tuxpan,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 am a 2:00 pm,Activo
C1,Tuxpan,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 am a 2:00 pm,Activo
C1,Tuxpan,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 am a 2:00 pm,Activo
C1,Veracruz,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 am a 2:00 pm,Activo
C1,Veracruz,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 am a 2:00 pm,Activo
C1,Veracruz,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C1,Veracruz,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,Lunes a viernes de 7:00 am a 3:00 pm,,Activo
C1,Veracruz,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,Lunes a viernes de 7:00 am a 3:00 pm,,Activo
C1,Veracruz,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 7:00 am a 3:00 pm,,Activo
C1,Veracruz,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados de 8:00 am a 2:00 pm,Activo
C1,Zacatecas,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 07:00 am a 1:00 pm,,Activo
C1,Zacatecas,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados 8:00 am a 2:00 pm,Activo
C1,Agua Prieta,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 12:00 am,,Activo
C1,Agua Prieta,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 17:00 pm a 21:00 pm,,Activo
C1,Agua Prieta,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 12:00 am,,Activo
C1,Altamira,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 14:00 pm,,Activo
C1,Altamira,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 15:00 pm,Activo
C1,Altamira,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 14:00 pm,,Activo
C1,Altamira,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 15:00 pm,Activo
C1,Cananea,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 11:00 am,,Activo
C1,Cananea,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Martes a jueves 17:00 pm a 19:00 pm,,Activo
C1,Cananea,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Martes a jueves 17:00 pm a 19:00 pm,,Activo
C1,Cd. Mante,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 15:00 pm,,Activo
C1,Cd. Mante,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 15:00 pm,,Activo
C1,Cd. Mante,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Cd. Mante,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 15:00 pm,,Activo
C1,Culiacán,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 11:00 am,,Activo
C1,Culiacán,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Culiacán,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Culiacán,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,Lunes a viernes 8:00 am a 14:00 pm,,Activo
C1,Culiacán,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,Lunes a viernes 8:00 am a 14:00 pm,,Activo
C1,Hermosillo,BACHILLERATO GENERAL - FORMACIÓN EN ADMINISTRACIÓN (3 años),preparatoria,presencial,6,Longitudinal,,,Lunes a viernes de 7:00 am a 1:00 pm,,Activo
C1,Hermosillo,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados 08:00 a 14:00 hrs,Activo
C1,Hermosillo,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados 08:00 a 14:00 hrs,Activo
C1,Hermosillo,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sábados 08:00 a 14:00 hrs,Activo
C1,Hermosillo,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Hermosillo,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 07:00 a 15:00 hrs,,Activo
C1,Nogales,BACHILLERATO GENERAL - FORMACIÓN EN ADMINISTRACIÓN (2 años),preparatoria,presencial,6,Longitudinal,,,Lunes a viernes 7:00 am a 14:00 pm,,Activo
C1,Nogales,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Nogales,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Nogales,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 14:00 pm,,Activo
C1,Nogales,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Nogales,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 14:00 pm,,Activo
C1,Obregón,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 11:00 am,,Activo
C1,Obregón,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Obregón,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 11:00 am,,Activo
C1,Obregón,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Obregón,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 8:00 am a 11:00 am,,Activo
C1,Obregón,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Obregón,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Obregón,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabado de 8:00 am a 14:00 pm,Activo
C1,Puerto Peñasco,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 15:00 pm a 19:00 pm,,Activo
C1,Puerto Peñasco,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 15:00 pm a 19:00 pm,,Activo
C1,Puerto Peñasco,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 15:00 pm a 19:00 pm,,Activo
C1,Puerto Peñasco,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes de 15:00 pm a 19:00 pm,,Activo
