codigo,concepto,seccion,costo_base,plantel,costo_plantel,activo_plantel,notas
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CRE,CREDENCIAL,DIVERSOS,210,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
KAR,KÁRDEX,DIVERSOS,465,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PASBACH,PASANTÍAS BACHILLERATO,DIVERSOS,3520,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RGD,"REPOSICIÓN DE GRADO Y DIPLOMA (MAESTRÍA, ESPECIALIDAD Y DOCTORADO)",DIVERSOS,13285,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RTLIC,REPOSICIÓN DE TÍTULO (LICENCIATURA),DIVERSOS,11385,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
SCDM,SERVICIO DE CARTAS DESCRIPTIVAS POR MATERIA,DIVERSOS,660,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBACH,TRÁMITES SEP BACH,DIVERSOS,620,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBAOL,TRÁMITES SEP BACH OL,DIVERSOS,620,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLICT,TRÁMITES SEP LIC,DIVERSOS,610,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIOL,TRÁMITES SEP LIC OL,DIVERSOS,590,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIEJ,TRÁMITES SEP LIC EJ,DIVERSOS,590,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPCISA,TRÁMITES SEP CS,DIVERSOS,610,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPPOSG,TRÁMITES SEP POS,DIVERSOS,850,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PPE,PLAN DE PROTECCIÓN ESTUDIANTIL,DIVERSOS,300,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ENVDOC,ENVÍO DE DOCUMENTOS,DIVERSOS,695,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
BJT,BAJA TOTAL,DIVERSOS,1200,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Chihuahua,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDM,TRÁMITE DE GRADO Y DIPLOMA (MAESTRÍA),TRAMITES,29005,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PTCGAD,"PROCESO DE TITULACIÓN, CERTIFICADO Y GRADO ACADÉMICO (DOCTORADO)",TRAMITES,38670,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CRE,CREDENCIAL,DIVERSOS,210,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
KAR,KÁRDEX,DIVERSOS,465,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PASBACH,PASANTÍAS BACHILLERATO,DIVERSOS,3520,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RGD,"REPOSICIÓN DE GRADO Y DIPLOMA (MAESTRÍA, ESPECIALIDAD Y DOCTORADO)",DIVERSOS,13285,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RTLIC,REPOSICIÓN DE TÍTULO (LICENCIATURA),DIVERSOS,11385,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
SCDM,SERVICIO DE CARTAS DESCRIPTIVAS POR MATERIA,DIVERSOS,660,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBACH,TRÁMITES SEP BACH,DIVERSOS,620,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBAOL,TRÁMITES SEP BACH OL,DIVERSOS,620,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLICT,TRÁMITES SEP LIC,DIVERSOS,610,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIOL,TRÁMITES SEP LIC OL,DIVERSOS,590,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIEJ,TRÁMITES SEP LIC EJ,DIVERSOS,590,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPCISA,TRÁMITES SEP CS,DIVERSOS,610,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPPOSG,TRÁMITES SEP POS,DIVERSOS,850,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PPE,PLAN DE PROTECCIÓN ESTUDIANTIL,DIVERSOS,300,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ENVDOC,ENVÍO DE DOCUMENTOS,DIVERSOS,695,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
BJT,BAJA TOTAL,DIVERSOS,1200,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Culiacán,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDM,TRÁMITE DE GRADO Y DIPLOMA (MAESTRÍA),TRAMITES,29005,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PTCGAD,"PROCESO DE TITULACIÓN, CERTIFICADO Y GRADO ACADÉMICO (DOCTORADO)",TRAMITES,38670,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CRE,CREDENCIAL,DIVERSOS,210,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
KAR,KÁRDEX,DIVERSOS,465,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PASBACH,PASANTÍAS BACHILLERATO,DIVERSOS,3520,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RGD,"REPOSICIÓN DE GRADO Y DIPLOMA (MAESTRÍA, ESPECIALIDAD Y DOCTORADO)",DIVERSOS,13285,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RTLIC,REPOSICIÓN DE TÍTULO (LICENCIATURA),DIVERSOS,11385,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
SCDM,SERVICIO DE CARTAS DESCRIPTIVAS POR MATERIA,DIVERSOS,660,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBACH,TRÁMITES SEP BACH,DIVERSOS,620,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBAOL,TRÁMITES SEP BACH OL,DIVERSOS,620,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLICT,TRÁMITES SEP LIC,DIVERSOS,610,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIOL,TRÁMITES SEP LIC OL,DIVERSOS,590,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIEJ,TRÁMITES SEP LIC EJ,DIVERSOS,590,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPCISA,TRÁMITES SEP CS,DIVERSOS,610,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPPOSG,TRÁMITES SEP POS,DIVERSOS,850,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PPE,PLAN DE PROTECCIÓN ESTUDIANTIL,DIVERSOS,300,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ENVDOC,ENVÍO DE DOCUMENTOS,DIVERSOS,695,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
BJT,BAJA TOTAL,DIVERSOS,1200,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Ensenada,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Hermosillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Hermosillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Hermosillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Hermosillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Hermosillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Hermosillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Hermosillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Hermosillo,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
